"chrom","start","end","strand","gene.name"
"19",36445119,36489902,"-","ZNF566"
"19",36510695,36528660,"-","ZNF260"
"19",36534774,36605276,"-","ZNF529"
"19",36604817,36634113,"+","ZNF382"
"19",36637192,36666853,"-","ZNF461"
"19",36687612,36727701,"+","ZNF567"
"19",36714383,36772825,"-","ZNF850"
"19",36817428,36850787,"-","ZNF790"
"19",36850361,36913029,"+","ZNF345"
"19",36888124,36916291,"-","ZNF829"
"19",36916329,36998700,"+","ZNF568"
"19",37007857,37130314,"+","ZNF420"
"19",37106734,37172741,"-","ZNF585A"
"19",37181579,37218153,"-","ZNF585B"
"19",37217926,37248738,"+","ZNF383"
"19",37312837,37369365,"+","HKR1"
"19",37371061,37393066,"+","ZNF527"
"19",37411155,37469275,"-","ZNF569"
"19",37467585,37488652,"+","ZNF570"
"19",37506939,37548762,"+","ZNF793"
"19",37551406,37614097,"+","ZNF540"
"19",37554782,37594790,"-","ZNF571"
"19",37613749,37692337,"-","ZFP30"
"19",37667751,37692322,"-","ZNF781"
"19",37696363,37719790,"-","ZNF607"
"19",37735833,37817300,"-","ZNF573"
"19",37884823,37906677,"-","WDR87"
"19",37907228,38208372,"+","SIPA1L3"
"19",38211006,38229714,"-","DPF1"
"19",38244035,38292614,"+","SPINT2"
"19",38251237,38256591,"-","PPP1R14A"
"19",38304161,38305009,"+","C19orf33"
"19",38305104,38317273,"-","YIF1B"
"19",38319844,38332076,"+","KCNK6"
"19",38335775,38370943,"+","CATSPERG"
"19",38374536,38383824,"+","PSMD8"
"19",38384265,38388082,"-","GGN"
"19",38388421,38399587,"+","SPRED3"
"19",38403135,38409088,"+","FAM98C"
"19",38409051,38426305,"-","RASGRP4"
"19",38433699,38587564,"+","RYR1"
"19",38587641,38618882,"-","MAP4K1"
"19",38619082,38636955,"+","EIF3K"
"19",38647649,38731583,"+","ACTN4"
"19",38730187,38769904,"-","CAPN12"
"19",38770971,38773492,"-","LGALS7"
"19",38789211,38791749,"+","LGALS7B"
"19",38801671,38813364,"-","LGALS4"
"19",38815422,38832005,"-","ECH1"
"19",38836388,38852347,"-","HNRNPL"
"19",38867834,38878279,"-","RINL"
"19",38878555,38899862,"-","SIRT2"
"19",38899700,38908893,"+","NFKBIB"
"19",38908980,38912158,"-","CCER2"
"19",38915266,38930896,"-","SARS2"
"19",38930548,38933162,"+","MRPS12"
"19",38941401,38975910,"-","FBXO17"
"19",38990714,39032785,"-","FBXO27"
"19",39083913,39111493,"+","ACP7"
"19",39125770,39182816,"+","PAK4"
"19",39196961,39201884,"+","NCCRP1"
"19",39202831,39204266,"-","SYCN"
"19",39243553,39245129,"-","IFNL3"
"19",39268514,39270092,"+","IFNL2"
"19",39296325,39298673,"+","IFNL1"
"19",39306568,39315336,"-","LRFN1"
"19",39328353,39342372,"-","GMFG"
"19",39342396,39385710,"+","SAMD4B"
"19",39385852,39391195,"-","PAF1"
"19",39391303,39400637,"+","MED29"
"19",39406813,39409412,"+","ZFP36"
"19",39412585,39428415,"+","PLEKHG2"
"19",39433207,39435948,"-","RPS16"
"19",39436156,39476670,"+","SUPT5H"
"19",39480412,39493785,"+","TIMM50"
"19",39498895,39508481,"+","DLL3"
"19",39515113,39520686,"+","SELV"
"19",39530990,39532854,"-","EID2B"
"19",39538705,39540333,"-","EID2"
"19",39602501,39607476,"+","LGALS13"
"19",39655894,39660647,"+","LGALS16"
"19",39704306,39709444,"+","LGALS14"
"19",39731250,39738028,"-","CLC"
"19",39825350,39834201,"-","DYRK1B"
"19",39834458,39846414,"-","FBL"
"19",39971005,39981441,"+","PSMC4"
"19",39984134,40021041,"+","ZNF546"
"19",40028260,40056209,"-","ZNF780B"
"19",40069152,40090938,"-","ZNF780A"
"19",40191744,40215575,"+","MAP3K10"
"19",40216058,40218399,"-","TTC9B"
"19",40222208,40226697,"-","CNTD2"
"19",40230317,40285536,"-","AKT2"
"19",40319536,40348527,"-","C19orf47"
"19",40348456,40380439,"+","PLD3"
"19",40379271,40390187,"-","HIPK4"
"19",40393768,40413366,"-","PRX"
"19",40421592,40426025,"-","SERTAD1"
"19",40440844,40444705,"-","SERTAD3"
"19",40447765,40465840,"-","BLVRB"
"19",40466241,40576464,"+","SPTBN4"
"19",40576851,40591399,"+","SHKBP1"
"19",40592883,40629818,"+","LTBP4"
"19",40665905,40690972,"-","NUMBL"
"19",40691529,40718207,"-","ADCK4"
"19",40717103,40740860,"+","ITPKC"
"19",40740856,40751553,"-","C19orf54"
"19",40750637,40765389,"+","SNRPA"
"19",40771648,40777490,"+","MIA"
"19",40778216,40796938,"+","RAB4B"
"19",40778242,40808418,"+","RAB4B-EGLN2"
"19",40798996,40808433,"+","EGLN2"
"19",40843538,40850447,"-","CYP2A6"
"19",40875439,40882752,"-","CYP2A7"
"19",40991250,41018398,"+","CYP2B6"
"19",41088472,41096195,"+","CYP2A13"
"19",41114432,41128366,"+","CYP2F1"
"19",41193049,41207539,"+","CYP2S1"
"19",41219203,41261766,"+","AXL"
"19",41262496,41307598,"+","HNRNPUL1"
"19",41301587,41353911,"-","TGFB1"
"19",41310189,41324883,"+","CCDC97"
"19",41350911,41384083,"+","TMEM91"
"19",41354421,41364173,"-","B9D2"
"19",41386374,41397479,"-","EXOSC5"
"19",41397460,41425005,"+","BCKDHA"
"19",41425359,41428730,"-","B3GNT8"
"19",41431318,41440717,"-","ATP5SL"
"19",41443158,41444765,"+","ERICH4"
"19",41549518,41586844,"+","CEACAM21"
"19",41618971,41627074,"-","CEACAM4"
"19",41673307,41706976,"-","CEACAM7"
"19",41708585,41729798,"+","CEACAM5"
"19",41750977,41772208,"+","CEACAM6"
"19",41796437,41811553,"+","CEACAM3"
"19",41837074,41844697,"-","LYPD4"
"19",41844743,41852333,"+","DMRTC2"
"19",41859918,41872926,"+","RPS19"
"19",41877120,41881372,"+","CD79A"
"19",41883161,41930150,"+","ARHGEF1"
"19",41956681,41959390,"-","RABAC1"
"19",41966582,41997497,"-","ATP1A3"
"19",41998321,42069498,"-","GRIK5"
"19",42068477,42081549,"+","ZNF574"
"19",42086110,42196585,"-","POU2F2"
"19",42198598,42220140,"-","DEDD2"
"19",42220271,42228201,"+","ZNF526"
"19",42230186,42242625,"-","GSK3A"
"19",42247572,42255157,"-","ERF"
"19",42268537,42295797,"+","CIC"
"19",42297033,42303546,"-","PAFAH1B3"
"19",42302098,42310821,"+","PRR19"
"19",42313325,42325062,"+","TMEM145"
"19",42325609,42378769,"+","MEGF8"
"19",42387019,42390287,"-","CNFN"
"19",42401507,42427426,"-","LIPE"
"19",42428288,42443048,"-","CXCL17"
"19",42507304,42561234,"-","CEACAM1"
"19",42580241,42595055,"-","CEACAM8"
"19",42721638,42740569,"-","PSG3"
"19",42752686,42855691,"-","PSG8"
"19",42866464,42879822,"-","PSG1"
"19",42902079,42919563,"-","PSG6"
"19",42924132,42937178,"-","PSG7"
"19",43007656,43026512,"-","PSG11"
"19",43064211,43083045,"-","PSG2"
"19",43166256,43186536,"-","PSG5"
"19",43192702,43207299,"-","PSG4"
"19",43211791,43269530,"-","PSG9"
"19",43353659,43363172,"+","CD177"
"19",43401496,43418597,"+","TEX101"
"19",43460787,43465660,"-","LYPD3"
"19",43474954,43504935,"-","PHLDB3"
"19",43506719,43527244,"-","ETHE1"
"19",43525497,43536130,"+","ZNF575"
"19",43543040,43580473,"-","XRCC1"
"19",43576800,43583964,"+","PINLYP"
"19",43584369,43596135,"-","IRGQ"
"19",43596392,43601157,"+","ZNF576"
"19",43596617,43614497,"+","SRRM5"
"19",43607219,43619874,"-","ZNF428"
"19",43622368,43639839,"-","CADM4"
"19",43646095,43670547,"-","PLAUR"
"19",43716010,43720021,"+","IRGC"
"19",43727992,43754990,"-","SMG9"
"19",43766533,43781257,"-","KCNN4"
"19",43795929,43827206,"-","LYPD5"
"19",43827292,43852017,"+","ZNF283"
"19",43872363,43901385,"-","ZNF404"
"19",43912629,43935278,"-","ZNF45"
"19",43951223,43967709,"+","ZNF221"
"19",43967862,43998325,"+","ZNF155"
"19",44002948,44013926,"+","ZNF230"
"19",44025342,44033112,"+","ZNF222"
"19",44051367,44067991,"+","ZNF223"
"19",44072144,44089613,"+","ZNF284"
"19",44094339,44109886,"+","ZNF224"
"19",44112181,44134816,"+","ZNF225"
"19",44141557,44160309,"+","ZNF234"
"19",44165073,44178381,"+","ZNF226"
"19",44207547,44237268,"+","ZNF227"
"19",44228729,44305046,"-","ZNF235"
"19",44259880,44275317,"+","ZNF233"
"19",44326555,44367217,"-","ZNF112"
"19",44382298,44401608,"-","ZNF285"
"19",44417519,44448578,"-","ZNF229"
"19",44474428,44500524,"-","ZNF180"
"19",44501677,44529788,"-","CEACAM20"
"19",44613630,44636781,"+","IGSF23"
"19",44643798,44663583,"+","PVR"
"19",44662278,44684359,"+","CEACAM19"
"19",44699151,44710714,"+","CEACAM16"
"19",44747705,44760044,"+","BCL3"
"19",44777869,44800634,"+","CBLC"
"19",44809059,44821421,"+","BCAM"
"19",44846175,44889228,"+","NECTIN2"
"19",44890569,44903689,"+","TOMM40"
"19",44905754,44909393,"+","APOE"
"19",44914247,44919349,"+","APOC1"
"19",44942238,44945496,"+","APOC4"
"19",44942238,44949565,"+","APOC4-APOC2"
"19",44945982,44949565,"+","APOC2"
"19",44954585,44993341,"+","CLPTM1"
"19",45001430,45038198,"+","RELB"
"19",45039040,45070956,"+","CLASRP"
"19",45071500,45076588,"-","ZNF296"
"19",45079195,45091524,"+","GEMIN7"
"19",45079288,45305283,"+","MARK4"
"19",45091396,45148077,"+","PPP1R37"
"19",45162928,45178237,"-","TRAPPC6A"
"19",45178745,45181801,"+","BLOC1S3"
"19",45212621,45245431,"-","EXOC3L2"
"19",45306414,45322977,"-","CKM"
"19",45333434,45351520,"+","KLC3"
"19",45349837,45370918,"-","ERCC2"
"19",45379634,45406349,"-","PPP1R13L"
"19",45406209,45410766,"+","CD3EAP"
"19",45407333,45478828,"-","ERCC1"
"19",45467995,45475179,"+","FOSB"
"19",45485289,45497061,"-","RTN2"
"19",45488777,45502510,"+","PPM1N"
"19",45506579,45526983,"+","VASP"
"19",45527427,45602212,"-","OPA3"
"19",45589764,45602208,"-","GPR4"
"19",45606994,45645629,"-","EML2"
"19",45668244,45683724,"+","GIPR"
"19",45687454,45692569,"-","SNRPD2"
"19",45692483,45703989,"+","QPCTL"
"19",45710629,45730904,"-","FBXO46"
"19",45733251,45764534,"+","BHMG1"
"19",45764785,45769226,"-","SIX5"
"19",45769717,45782552,"-","DMPK"
"19",45782947,45792802,"-","DMWD"
"19",45795710,45815319,"-","RSPH6A"
"19",45815410,45863290,"-","SYMPK"
"19",45863989,45873797,"+","FOXA3"
"19",45883607,45886170,"-","IRF2BP1"
"19",45890020,45902604,"-","MYPOP"
"19",45913214,45914870,"-","NANOS2"
"19",45933734,45973546,"-","NOVA2"
"19",45995461,46021318,"+","CCDC61"
"19",46019153,46023065,"-","PGLYRP1"
"19",46039748,46077118,"-","IGFL4"
"19",46120071,46124674,"-","IGFL3"
"19",46143106,46161299,"+","IGFL2"
"19",46229752,46231243,"+","IGFL1"
"19",46297046,46343433,"+","HIF3A"
"19",46346994,46392981,"+","PPP5C"
"19",46410372,46413584,"-","CCDC8"
"19",46466491,46471563,"-","PNMAL1"
"19",46486906,46496498,"-","PNMAL2"
"19",46601074,46610793,"+","CALM3"
"19",46620468,46625118,"-","PTGIR"
"19",46634076,46634685,"-","GNG8"
"19",46647612,46661138,"-","DACT3"
"19",46674275,46717127,"-","PRKD2"
"19",46719507,46746994,"-","STRN4"
"19",46746046,46776988,"+","FKRP"
"19",46774883,46788594,"-","SLC1A5"
"19",46838136,46850992,"-","AP2S1"
"19",46918676,47005077,"+","ARHGAP35"
"19",47019820,47045775,"+","NPAS1"
"19",47045907,47048630,"-","TMEM160"
"19",47064187,47113752,"-","ZC3H4"
"19",47113274,47210636,"+","SAE1"
"19",47220822,47232766,"-","BBC3"
"19",47255980,47273701,"+","CCDC9"
"19",47274453,47275707,"+","INAFM1"
"19",47290023,47322066,"+","C5AR1"
"19",47332147,47347327,"+","CSAR2"
"19",47349281,47382704,"+","DHX34"
"19",47403124,47419523,"-","MEIS3"
"19",47428017,47472168,"-","SLC8A2"
"19",47475144,47484268,"-","KPTN"
"19",47487637,47515240,"-","NAPA"
"19",47520685,47555856,"-","ZNF541"
"19",47608196,47703277,"+","GLTSCR1"
"19",47713343,47743134,"+","EHD2"
"19",47745522,47757058,"+","GLTSCR2"
"19",47778572,47784686,"+","SEPW1"
"19",47801243,47819051,"-","TPRX1"
"19",47819779,47843330,"+","CRX"
"19",47870466,47886397,"-","SULT2A1"
"19",47968046,47992170,"-","BSPH1"
"19",47994651,48025153,"+","ELSPBP1"
"19",48029953,48044053,"-","CABP5"
"19",48047843,48110817,"-","PLA2G4C"
"19",48115445,48170603,"-","LIG1"
"19",48170692,48197620,"+","C19orf68"
"19",48180770,48255946,"-","CARD8"
"19",48270102,48287608,"+","ZNF114"
"19",48296457,48321894,"-","CCDC114"
"19",48321509,48330553,"+","EMP3"
"19",48332356,48364237,"-","TMEM143"
"19",48364395,48376376,"+","SYNGR4"
"19",48382570,48391553,"-","KDELR1"
"19",48394875,48444931,"+","GRIN2D"
"19",48445773,48457022,"+","GRWD1"
"19",48455509,48466980,"+","KCNJ14"
"19",48469032,48482314,"+","CYTH2"
"19",48485271,48513189,"-","LMTK3"
"19",48552075,48599425,"+","SULT2B1"
"19",48600810,48614854,"-","FAM83E"
"19",48606743,48607714,"+","SPACA4"
"19",48615328,48619536,"-","RPL18"
"19",48619291,48630717,"+","SPHK2"
"19",48630030,48637438,"-","DBP"
"19",48637942,48646312,"-","CA11"
"19",48661407,48673081,"-","NTN5"
"19",48695971,48705950,"+","FUT2"
"19",48712742,48719721,"-","MAMSTR"
"19",48720587,48740721,"-","RASIP1"
"19",48740852,48746909,"-","IZUMO1"
"19",48748011,48755390,"-","FUT1"
"19",48755559,48758333,"+","FGF21"
"19",48795062,48811029,"-","BCAT2"
"19",48813017,48836678,"-","HSD17B14"
"19",48837097,48868632,"-","PLEKHA4"
"19",48872392,48876057,"+","PPP1R15A"
"19",48880965,48898733,"-","TULP2"
"19",48900050,48923372,"+","NUCB1"
"19",48933682,48944969,"+","DHDH"
"19",48954815,48961798,"+","BAX"
"19",48965301,48966878,"+","FTL"
"19",48968125,48993310,"-","GYS1"
"19",48993448,49015995,"+","RUVBL2"
"19",49015980,49017081,"-","LHB"
"19",49022869,49024333,"-","CGB3"
"19",49031912,49033238,"+","CGB2"
"19",49035610,49036895,"-","CGB1"
"19",49043884,49045311,"+","CGB5"
"19",49047638,49049106,"-","CGB8"
"19",49054275,49058860,"-","CGB7"
"19",49061066,49065054,"-","NTF4"
"19",49067418,49072941,"-","KCNA7"
"19",49085419,49108605,"+","SNRNP70"
"19",49114324,49118460,"+","LIN7B"
"19",49118397,49119140,"-","C19orf73"
"19",49119389,49151026,"+","PPFIA3"
"19",49151198,49155424,"-","HRC"
"19",49157741,49211836,"+","TRPM4"
"19",49289638,49325225,"-","SLC6A16"
"19",49335171,49343335,"+","CD37"
"19",49340595,49362457,"-","TEAD2"
"19",49361783,49375116,"+","DKKL1"
"19",49388218,49417994,"+","CCDC155"
"19",49422414,49423441,"-","PTH2"
"19",49423749,49428818,"+","GFY"
"19",49429401,49442360,"-","SLC17A7"
"19",49446298,49453497,"-","PIH1D1"
"19",49453169,49471048,"+","ALDH16A1"
"19",49474207,49486231,"+","FLT3LG"
"19",49487554,49492308,"+","RPL13A"
"19",49496365,49499689,"+","RPS11"
"19",49506816,49526333,"+","FCGRT"
"19",49527618,49546962,"+","RCN3"
"19",49555711,49590262,"-","NOSIP"
"19",49580646,49591015,"+","PRRG2"
"19",49591643,49626439,"+","PRR12"
"19",49635292,49640201,"-","RRAS"
"19",49642125,49658642,"+","SCAF1"
"19",49659569,49665875,"-","IRF3"
"19",49665142,49673916,"+","BCL2L12"
"19",49675786,49689029,"+","PRMT1"
"19",49688664,49690575,"+","C19orf76"
"19",49690898,49713731,"+","CPT1C"
"19",49739753,49763330,"-","TSKS"
"19",49766968,49807113,"+","AP2A1"
"19",49806869,49817376,"-","FUZ"
"19",49818279,49840383,"+","MED25"
"19",49850735,49860744,"+","PTOV1"
"19",49859882,49878351,"-","PNKP"
"19",49869033,49878459,"-","AKT1S1"
"19",49877425,49888749,"+","TBC1D17"
"19",49889654,49929539,"-","IL4I1"
"19",49906825,49929763,"-","NUP62"
"19",49928702,49933935,"+","ATF5"
"19",49948985,49961172,"-","SIGLEC11"
"19",49976467,50025946,"-","VRK3"
"19",50025714,50053414,"+","ZNF473"
"19",50152548,50163195,"-","IZUMO2"
"19",50188186,50310544,"+","MYH14"
"19",50311937,50333515,"-","KCNC3"
"19",50329653,50382982,"+","NR1H2"
"19",50358477,50365830,"-","NAPSA"
"19",50384204,50418016,"+","POLD1"
"19",50418938,50431313,"+","SPIB"
"19",50432903,50466321,"+","MYBPC2"
"19",50466785,50476753,"-","FAM71E1"
"19",50476400,50490870,"+","EMC10"
"19",50505998,50511353,"-","JOSD2"
"19",50511600,50514690,"-","ASPDH"
"19",50516892,50568045,"-","LRRC4B"
"19",50621307,50639827,"-","SYT3"
"19",50649445,50659310,"+","C19orf81"
"19",50661827,50719450,"-","SHANK1"
"19",50723329,50725718,"+","CLEC11A"
"19",50770464,50771732,"+","GPR32"
"19",50790415,50795224,"+","ACPT"
"19",50797704,50804929,"-","CTD-2568A17.3"
"19",50819148,50823787,"-","KLK1"
"19",50825289,50837213,"-","KLK15"
"19",50854915,50860764,"+","KLK3"
"19",50861568,50880567,"+","KLK2"
"19",50906352,50910738,"-","KLK4"
"19",50943303,50953093,"-","KLK5"
"19",50958631,50969673,"-","KLK6"
"19",50976482,50984099,"-","KLK7"
"19",50996007,51002711,"-","KLK8"
"19",50996018,51009581,"-","CTC-518B2.8"
"19",51003111,51009634,"-","KLK9"
"19",51012739,51020175,"-","KLK10"
"19",51022216,51028039,"-","KLK11"
"19",51029092,51035230,"-","KLK12"
"19",51056206,51065114,"-","KLK13"
"19",51077495,51084245,"-","KLK14"
"19",51097606,51108370,"-","CTU1"
"19",51124908,51136651,"+","SIGLEC9"
"19",51142299,51153526,"+","SIGLEC7"
"19",51225064,51243860,"+","CD33"
"19",51246348,51269330,"+","SIGLECL1"
"19",51311848,51330354,"+","IGLON5"
"19",51331536,51342124,"-","VSIG10L"
"19",51345169,51366418,"-","ETFB"
"19",51367098,51369003,"-","CLDND2"
"19",51371606,51372715,"-","NKG7"
"19",51379909,51387960,"-","LIM2"
"19",51388289,51390574,"-","C19orf84"
"19",51410021,51417803,"-","SIGLEC10"
"19",51450847,51458456,"-","SIGLEC8"
"19",51491357,51501789,"-","SIGLEC12"
"19",51519525,51531856,"-","SIGLEC6"
"19",51571298,51592508,"+","ZNF175"
"19",51611927,51645545,"-","SIGLEC5"
"19",51642553,51646801,"-","SIGLEC14"
"19",51689128,51712387,"+","SPACA6"
"19",51713112,51723994,"-","HAS1"
"19",51745172,51804110,"-","FPR1"
"19",51752026,51770526,"+","FPR2"
"19",51795163,51826189,"+","FPR3"
"19",51804816,51890950,"-","ZNF577"
"19",51889224,51905040,"-","ZNF649"
"19",51927147,51948759,"+","ZNF613"
"19",51964343,51986856,"-","ZNF350"
"19",51991332,52008230,"-","ZNF615"
"19",52012765,52030240,"-","ZNF614"
"19",52031379,52095738,"-","ZNF432"
"19",52064466,52095765,"-","ZNF841"
"19",52113091,52139922,"-","ZNF616"
"19",52153864,52171643,"-","ZNF836"
"19",52190039,52229533,"+","PPP2R1A"
"19",52269571,52296046,"+","ZNF766"
"19",52297177,52325922,"+","ZNF480"
"19",52336245,52367778,"+","ZNF610"
"19",52369917,52385795,"+","ZNF880"
"19",52397849,52418412,"+","ZNF528"
"19",52429187,52452315,"+","ZNF534"
"19",52453576,52512154,"+","ZNF578"
"19",52527652,52564464,"+","ZNF808"
"19",52555457,52587174,"+","ZNF701"
"19",52594060,52690496,"-","ZNF83"
"19",52702813,52735073,"-","ZNF611"
"19",52764195,52786791,"-","ZNF600"
"19",52797409,52857600,"-","ZNF28"
"19",52838008,52890375,"-","ZNF468"
"19",52863790,52897693,"-","ZNF320"
"19",52928475,52962823,"-","ZNF816-ZNF321P"
"19",52949379,52962911,"-","ZNF816"
"19",53013921,53016122,"+","ERVV-1"
"19",53044738,53051076,"+","ERVV-2"
"19",53066606,53103436,"-","ZNF160"
"19",53107879,53133077,"-","ZNF415"
"19",53124072,53159075,"-","ZNF347"
"19",53159213,53193386,"-","ZNF665"
"19",53235381,53254898,"-","ZNF677"
"19",53258292,53261837,"+","VN1R2"
"19",53266676,53267723,"-","VN1R4"
"19",53289601,53291626,"-","BIRC8"
"19",53333746,53356906,"+","ZNF845"
"19",53389793,53430413,"+","ZNF765"
"19",53431993,53458261,"+","ZNF761"
"19",53467735,53496255,"+","ZNF813"
"19",53520981,53580269,"+","ZNF331"
"19",53632056,53637009,"+","DPRX"
"19",53793603,53824394,"-","NLRP12"
"19",53866223,53876437,"+","MYADM"
"19",53879190,53907652,"+","PRKCG"
"19",53909335,53943941,"+","CACNG7"
"19",53963040,53990215,"+","CACNG8"
"19",53992288,54012669,"+","CACNG6"
"19",54040825,54063953,"-","VSTM1"
"19",54069895,54081365,"-","TARM1"
"19",54094668,54102692,"-","OSCAR"
"19",54102728,54109257,"+","NDUFA3"
"19",54107013,54115675,"-","TFPT"
"19",54115410,54131719,"+","PRPF31"
"19",54137717,54155708,"+","CNOT3"
"19",54155161,54159882,"-","LENG1"
"19",54160108,54173250,"-","TMC4"
"19",54173412,54189882,"-","MBOAT7"
"19",54189938,54194536,"+","TSEN34"
"19",54200742,54249003,"+","RPS9"
"19",54216278,54223506,"-","LILRB3"
"19",54236592,54242791,"-","LILRA6"
"19",54249431,54257301,"-","LILRB5"
"19",54273821,54281184,"-","LILRB2"
"19",54307070,54313139,"-","LILRA5"
"19",54333185,54339150,"-","LILRA4"
"19",54351384,54370558,"-","LAIR1"
"19",54415219,54436900,"+","TTYH1"
"19",54448887,54462037,"+","LENG8"
"19",54461796,54463711,"-","LENG9"
"19",54465026,54473264,"-","CDC42EP5"
"19",54497879,54510687,"+","LAIR2"
"19",54572920,54590287,"+","LILRA2"
"19",54593582,54602090,"+","LILRA1"
"19",54617158,54637528,"+","LILRB1"
"19",54643889,54670359,"+","LILRB4"
"19",54724479,54736536,"+","KIR3DL3"
"19",54738515,54753052,"+","KIR2DL3"
"19",54769811,54784322,"+","KIR2DL1"
"19",54803535,54814517,"+","KIR2DL4"
"19",54816468,54830778,"+","KIR3DL1"
"19",54850443,54867207,"+","KIR3DL2"
"19",54874248,54890472,"+","FCAR"
"19",54906150,54916140,"+","NCR1"
"19",54923509,54966312,"-","NLRP7"
"19",54953130,55001142,"+","NLRP2"
"19",55013705,55038264,"-","GP6"
"19",55039108,55071291,"-","RDH13"
"19",55072020,55087923,"+","EPS8L1"
"19",55090913,55117559,"-","PPP1R12C"
"19",55132794,55149354,"-","TNNT1"
"19",55151767,55157773,"-","TNNI3"
"19",55158661,55166722,"-","DNAAF3"
"19",55171199,55180441,"-","SYT5"
"19",55181248,55209506,"-","PTPRH"
"19",55226639,55229264,"-","TMEM86B"
"19",55229780,55258995,"-","PPP6R1"
"19",55262231,55280381,"-","HSPBP1"
"19",55282072,55312533,"+","BRSK1"
"19",55312801,55334048,"-","TMEM150B"
"19",55339853,55348120,"+","KMT5C"
"19",55349306,55354814,"-","COX6B2"
"19",55364389,55370463,"-","IL11"
"19",55376836,55378244,"+","TMEM190"
"19",55379245,55384598,"-","TMEM238"
"19",55385345,55403250,"+","RPL28"
"19",55399745,55407777,"-","UBE2S"
"19",55428740,55442863,"-","SHISA7"
"19",55452985,55462343,"-","ISOC2"
"19",55476332,55484487,"+","ZNF628"
"19",55485004,55487568,"+","NAT14"
"19",55488404,55519098,"+","SSC5D"
"19",55529733,55537089,"-","SBK2"
"19",55540656,55545543,"-","SBK3"
"19",55576770,55580845,"-","ZNF579"
"19",55591371,55601970,"-","FIZ1"
"19",55600022,55603138,"+","ZNF524"
"19",55605405,55617269,"+","ZNF865"
"19",55620742,55624601,"-","ZNF784"
"19",55635016,55643469,"+","ZNF580"
"19",55635459,55645622,"+","ZNF581"
"19",55641062,55653161,"+","CCDC106"
"19",55654146,55674715,"+","U2AF2"
"19",55675226,55709858,"+","EPN1"
"19",55708432,55738402,"-","NLRP9"
"19",55759014,55763175,"+","RFPL4A"
"19",55769141,55773179,"+","RFPL4AL1"
"19",55785397,55836800,"-","NLRP11"
"19",55836578,55881854,"+","NLRP4"
"19",55891699,55932336,"-","NLRP13"
"19",55947832,55988629,"+","NLRP8"
"19",55999726,56061813,"+","NLRP5"
"19",56087366,56121280,"-","ZNF787"
"19",56132599,56160893,"+","ZNF444"
"19",56176020,56185775,"+","GALP"
"19",56189570,56197920,"-","ZSCAN5B"
"19",56219670,56368383,"-","ZSCAN5A"
"19",56375846,56393545,"-","ZNF582"
"19",56397966,56436035,"+","ZNF583"
"19",56439325,56478065,"-","ZNF667"
"19",56507843,56530221,"+","ZNF471"
"19",56538948,56556810,"+","ZFP28"
"19",56567511,56588911,"+","ZNF470"
"19",56595264,56626481,"+","ZNF71"
"19",56643145,56655766,"+","SMIM17"
"19",56661981,56671783,"-","ZNF835"
"19",56774552,56840729,"-","ZIM2"
"19",56810083,56840728,"-","PEG3"
"19",57119138,57131926,"+","USP29"
"19",57134096,57145202,"-","ZIM3"
"19",57154021,57167443,"-","DUXA"
"19",57191500,57222846,"+","ZNF264"
"19",57230802,57235548,"+","AURKC"
"19",57240685,57255135,"+","ZNF805"
"19",57280051,57293569,"+","ZNF460"
"19",57320509,57330776,"+","ZNF543"
"19",57351307,57359898,"+","ZNF304"
"19",57363477,57379565,"+","ZNF547"
"19",57389850,57402992,"+","ZNF548"
"19",57411163,57421939,"+","ZNF17"
"19",57435329,57445485,"+","ZNF749"
"19",57454790,57457142,"-","VN1R1"
"19",57466663,57477570,"-","ZNF772"
"19",57487711,57496097,"+","ZNF419"
"19",57499915,57518404,"+","ZNF773"
"19",57527325,57557542,"+","ZNF549"
"19",57535257,57559863,"-","ZNF550"
"19",57571566,57578927,"-","ZNF416"
"19",57578456,57593777,"+","ZIK1"
"19",57599885,57612722,"+","ZNF530"
"19",57614233,57624723,"+","ZNF134"
"19",57630395,57642779,"+","ZNF211"
"19",57668935,57679152,"+","ZSCAN4"
"19",57681969,57717301,"+","ZNF551"
"19",57697367,57709194,"-","ZNF154"
"19",57719751,57727624,"-","ZNF671"
"19",57746796,57758159,"+","ZNF776"
"19",57769655,57819939,"+","ZNF586"
"19",57803841,57814913,"-","ZNF552"
"19",57819741,57846238,"+","ZNF587B"
"19",57848731,57889074,"-","ZNF814"
"19",57849857,57865112,"+","ZNF587"
"19",57900296,57916610,"-","ZNF417"
"19",57921884,57935393,"-","ZNF418"
"19",57940833,57947675,"-","ZNF256"
"19",57958437,57974534,"-","C19orf18"
"19",57977053,58003349,"-","ZNF606"
"19",58034032,58054631,"+","ZSCAN1"
"19",58059239,58086310,"+","ZNF135"
"19",58083838,58118427,"-","ZSCAN18"
"19",58126252,58155110,"-","ZNF329"
"19",58183029,58213562,"+","ZNF274"
"19",58228594,58277495,"+","ZNF544"
"19",58278951,58302805,"+","ZNF8"
"19",58327019,58342332,"+","ZSCAN22"
"19",58345178,58353499,"-","A1BG"
"19",58354357,58362848,"-","ZNF497"
"19",58367618,58381060,"-","ZNF837"
"19",58386400,58394806,"+","RPS5"
"19",58396090,58397079,"+","RNF225"
"19",58401504,58418327,"+","ZNF584"
"19",58432814,58440222,"-","ZNF132"
"19",58451604,58457833,"+","ZNF324B"
